Original	LSTM_Sensitivity	BinaryS1ensitivity
251	once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard .  </s> 	2.12103892141558	1.98374031833823
252	one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others .  </s> 	1.77957074541901	2.62226655362083
253	one of the more intelligent children 's movies to hit theaters this year .  </s> 	1.52534849582587	1.97019233555129
254	one of the more irritating cartoons you will see this , or any , year .  </s> 	1.27281953636258	1.42865798744056
255	one of the smartest takes on singles culture i 've seen in a long time .  </s> 	1.60931538251826	1.87594950537573
256	on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality .  </s> 	1.17083102246368	1.40439625685136
257	on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion .  </s> 	0.853747336002424	1.26282773015238
258	or doing last year 's taxes with your ex-wife .  </s> 	1.59934602640712	2.03281390175959
259	outer-space buffs might love this film , but others will find its pleasures intermittent .  </s> 	0.783694749437906	3.91329636150848
260	overall very good for what it 's trying to do .  </s> 	1.27612337104122	1.39116513200348
261	pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical .  </s> 	0.79459688383013	2.11368182527436
262	paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface .  </s> 	1.29228285871124	2.11885369067817
263	partway through watching this saccharine , easter-egg-colored concoction , you realize that it is made up of three episodes of a rejected tv show .  </s> 	1.80144391327503	1.45749856415284
264	perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie .  </s> 	0.908541538726132	1.24092969874783
265	... plays like somebody spliced random moments of a chris rock routine into what is otherwise a cliche-riddled but self-serious spy thriller .  </s> 	1.35994203366337	2.38233208767292
266	portentous and pretentious , the weight of water is appropriately titled , given the heavy-handedness of it drama .  </s> 	1.17132889871697	2.40855592034871
267	pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut .  </s> 	1.47430423908481	4.86100475677457
268	pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins .  </s> 	1.91854708287333	2.41625622138408
269	rarely has leukemia looked so shimmering and benign .  </s> 	1.7320657767376	1.93524829270129
270	rarely has so much money delivered so little entertainment .  </s> 	1.51380434798825	2.06934461833596
271	reign of fire looks as if it was made without much thought -- and is best watched that way .  </s> 	1.6843187586382	4.18975140254617
272	sacrifices the value of its wealth of archival foot-age with its less-than-objective stance .  </s> 	1.33397218324557	1.5493073602314
273	sade is an engaging look at the controversial eponymous and fiercely atheistic hero .  </s> 	1.3668509462384	1.46447497246699
274	sam mendes has become valedictorian at the school for soft landings and easy ways out .  </s> 	2.36871353720662	4.62012344476132
275	schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character .  </s> 	1.11346780291921	1.27162545760207
276	scooby dooby doo / and shaggy too / you both look and sound great .  </s> 	1.56111561788476	2.84872539020224
277	scores no points for originality , wit , or intelligence .  </s> 	0.886214877154026	1.64556196368415
278	seldom has a movie so closely matched the spirit of a man and his work .  </s> 	1.68108195811736	1.86185746692389
279	slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ?  </s> 	1.58435136625721	1.01098163150964
280	smart , provocative and blisteringly funny .  </s> 	1.02672684831909	0.957615589675845
281	so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises  </s> 	0.87724030091828	1.42538196606556
282	so , too , is this comedy about mild culture clashing in today 's new delhi .  </s> 	3.76242951895699	4.9219215454148
283	stealing harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time .  </s> 	0.866514246873254	1.92315511500421
284	stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career .  </s> 	0.809952268446161	2.0344600573481
285	suffers from the lack of a compelling or comprehensible narrative .  </s> 	0.811188031023118	0.930942873278144
286	taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes .  </s> 	0.925798730673105	1.44030785634393
287	thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men .  </s> 	1.00731658513586	1.20781246994181
288	that dogged good will of the parents and ` vain ' jia 's defoliation of ego , make the film touching despite some doldrums .  </s> 	1.83868942811441	1.53147354295315
289	that is a compliment to kuras and miller .  </s> 	1.3930946320923	1.62982048263863
290	that 's pure pr hype .  </s> 	1.49594611240761	2.26804346303646
291	the acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales .  </s> 	1.33113660161811	1.71617635630263
292	the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide .  </s> 	2.59190316968559	1.5852203919412
293	the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) .  </s> 	0.943413928687622	1.62284321889036
294	the best film about baseball to hit theaters since field of dreams .  </s> 	1.05325437722668	1.32551699377855
295	the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence .  </s> 	1.87942467740778	3.62215775304306
296	the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it .  </s> 	1.30728205115786	3.46015807989651
297	the character of zigzag is not sufficiently developed to support a film constructed around him .  </s> 	2.32344834432595	1.78759571606813
298	the chateau cleverly probes the cross-cultural differences between gauls and yanks .  </s> 	1.73845406083707	1.78348348322724
299	the cold turkey would 've been a far better title .  </s> 	0.751118120500173	1.51628023837771
300	the continued good chemistry between carmen and juni is what keeps this slightly disappointing sequel going , with enough amusing banter -- blessedly curse-free -- to keep both kids and parents entertained .  </s> 	1.29082113822295	1.0057891756515
301	the draw ( for `` big bad love '' ) is a solid performance by arliss howard .  </s> 	0.847573194071218	2.01774466941308
302	the emotions are raw and will strike a nerve with anyone who 's ever had family trauma .  </s> 	1.23614320598811	1.07957589458279
303	the end result is a film that 's neither .  </s> 	1.71799227633269	2.96599930315153
304	the entire movie is about a boring , sad man being boring and sad .  </s> 	1.30506110437182	1.39246856936268
305	the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle .  </s> 	0.821595232072853	0.996788868151706
306	the film is quiet , threatening and unforgettable .  </s> 	1.37524746320777	1.55772278683629
307	the film may appear naked in its narrative form ... but it goes deeper than that , to fundamental choices that include the complexity of the catholic doctrine  </s> 	1.23798988222006	2.72977351177924
308	the film 's performances are thrilling .  </s> 	1.61083741900731	1.59345351326147
309	... the film suffers from a lack of humor ( something needed to balance out the violence ) ...  </s> 	1.46704275356769	1.1488054484796
310	the film tries too hard to be funny and tries too hard to be hip .  </s> 	1.09982157751814	0.972739247016758
311	the film tunes into a grief that could lead a man across centuries .  </s> 	1.26628951082987	1.68929837337888
312	the format gets used best ... to capture the dizzying heights achieved by motocross and bmx riders , whose balletic hotdogging occasionally ends in bone-crushing screwups .  </s> 	0.887415887667242	3.45747530886382
313	the heavy-handed film is almost laughable as a consequence .  </s> 	1.02005165706809	1.66119420940481
314	the humor is forced and heavy-handed , and occasionally simply unpleasant .  </s> 	1.21026699166215	1.17889171852176
315	the iditarod lasts for days - this just felt like it did .  </s> 	2.26297757633913	3.28743809467297
316	thekids will probably stay amused at the kaleidoscope of big , colorful characters .  </s> 	1.41324258439413	2.35358649329489
317	the lower your expectations , the more you 'll enjoy it .  </s> 	1.59060924583553	1.95857829094715
318	the mesmerizing performances of the leads keep the film grounded and keep the audience riveted .  </s> 	0.854622607288308	0.940886032759212
319	the most hopelessly monotonous film of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute take .  </s> 	1.46411539026453	1.32115151677368
320	the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them .  </s> 	1.27124724365234	2.19157665797229
321	the movie fails to live up to the sum of its parts .  </s> 	1.24466737258565	1.21047097745646
322	the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions .  </s> 	0.856867333670816	1.10913565964695
323	... the movie is just a plain old monster .  </s> 	1.34497684277598	1.81132640450569
324	the movie is what happens when you blow up small potatoes to 10 times their natural size , and it ai n't pretty .  </s> 	1.67945725356136	1.48200433925304
325	the movie 's accumulated force still feels like an ugly knot tightening in your stomach .  </s> 	1.87634327586712	2.00300397265661
326	the movie 's relatively simple plot and uncomplicated morality play well with the affable cast .  </s> 	2.73554287337471	1.82173877994149
327	the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure .  </s> 	0.796326249346906	1.19218692910245
328	the primitive force of this film seems to bubble up from the vast collective memory of the combatants .  </s> 	1.30010573838787	3.11501970840788
329	there are simply too many ideas floating around -- part farce , part sliding doors , part pop video -- and yet failing to exploit them .  </s> 	1.30060783164987	1.39362291045019
330	there has always been something likable about the marquis de sade .  </s> 	1.20350250894992	2.13966299499685
331	there is a fabric of complex ideas here , and feelings that profoundly deepen them .  </s> 	1.29264681481117	1.85029594769095
332	there is no pleasure in watching a child suffer .  </s> 	1.67739227452867	1.44280714843224
333	there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine .  </s> 	1.79873751458635	1.54714485302283
334	there is n't nearly enough fun here , despite the presence of some appealing ingredients .  </s> 	1.48349064547349	1.73531492525075
335	there ought to be a directing license , so that ed burns can have his revoked .  </s> 	1.04239119071891	1.17562490368178
336	there seems to be no clear path as to where the story 's going , or how long it 's going to take to get there .  </s> 	1.52043405995747	1.93710027329575
337	there 's ... tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate .  </s> 	1.15204510994509	1.8776574685301
338	the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow .  </s> 	2.57291420586143	2.78262930993248
339	the second coming of harry potter is a film far superior to its predecessor .  </s> 	2.31749035279164	1.81601468521777
340	the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed with poignancy .  </s> 	0.876982507438494	1.97160081416231
341	the son 's room is a triumph of gentility that earns its moments of pathos .  </s> 	0.981090999553809	1.50563062735461
342	the special effects and many scenes of weightlessness look as good or better than in the original , while the oscar-winning sound and james horner 's rousing score make good use of the hefty audio system .  </s> 	1.58138431465993	1.34209346456952
343	the story and structure are well-honed .  </s> 	2.14509978928483	1.73980891755775
344	the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation .  </s> 	0.986044513147398	1.36186647289595
345	the talented and clever robert rodriguez perhaps put a little too much heart into his first film and did n't reserve enough for his second .  </s> 	0.89997593773017	4.47274566261203
346	the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold .  </s> 	2.87665120106869	1.76478401374562
347	`` the time machine '' is a movie that has no interest in itself .  </s> 	2.63935556363817	3.18639552121777
348	the title not only describes its main characters , but the lazy people behind the camera as well .  </s> 	2.3917013897369	1.87914605620432
349	the very definition of the ` small ' movie , but it is a good stepping stone for director sprecher .  </s> 	2.98357919762784	2.50367734043197
350	the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance .  </s> 	1.25068697505946	3.19283752948909
351	the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough .  </s> 	0.88856496350675	1.57280344873194
352	the wild thornberrys movie is a jolly surprise .  </s> 	1.29465061066291	2.09675612555648
353	the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays .  </s> 	2.24938967230457	1.68800278266955
354	this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath .  </s> 	0.806971249202178	1.16436588771196
355	this is a story of two misfits who do n't stand a chance alone , but together they are magnificent .  </s> 	2.3117825378582	1.47678353336787
356	this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs .  </s> 	1.52535866678873	0.783874199197532
357	this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world .  </s> 	1.16341667770966	1.08814898633947
358	this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience .  </s> 	1.67912431598516	0.938983728218061
359	this movie is maddening .  </s> 	1.87678693631017	1.97481051286173
360	this movie seems to have been written using mad-libs .  </s> 	1.71154399767712	1.83650643834384
361	this one is definitely one to skip , even for horror movie fanatics .  </s> 	2.07049243909775	2.71627106898431
362	this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms .  </s> 	0.929740719233424	1.52487700005789
363	this tenth feature is a big deal , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , nicholas meyer 's star trek vi : the undiscovered country .  </s> 	1.56964341302511	1.6853197315653
364	this time mr. burns is trying something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again .  </s> 	2.54452854130317	1.4972481495361
365	though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class .  </s> 	1.97381833204634	1.95321338121786
366	though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining .  </s> 	1.69026094544531	1.75209807555957
367	to call the other side of heaven `` appalling '' would be to underestimate just how dangerous entertainments like it can be .  </s> 	1.58117178096867	3.1055706253892
368	too much of it feels unfocused and underdeveloped .  </s> 	0.813467826530364	0.990853311771937
369	too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance .  </s> 	2.04750310338228	1.28920976474411
370	to say this was done better in wilder 's some like it hot is like saying the sun rises in the east .  </s> 	1.35630512688461	4.07615960274508
371	tries to add some spice to its quirky sentiments but the taste is all too familiar .  </s> 	0.9089560905113	1.75224965051798
372	try as i may , i ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! '  </s> 	1.49925687019129	2.84161059432612
373	turns potentially forgettable formula into something strangely diverting .  </s> 	1.92101036969027	2.40168733800832
374	... turns so unforgivably trite in its last 10 minutes that anyone without a fortified sweet tooth will likely go into sugar shock .  </s> 	1.57961372268214	1.41773608521781
375	uncommonly stylish but equally silly ... the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions .  </s> 	1.32761039220669	1.16406263025024
376	unflinchingly bleak and desperate  </s> 	0.961877495544411	1.16446397269472
377	unfortunately , it 's not silly fun unless you enjoy really bad movies .  </s> 	0.790940791725832	1.0399504824374
378	uses high comedy to evoke surprising poignance .  </s> 	0.983335048282584	0.970180143153332
379	uses sharp humor and insight into human nature to examine class conflict , adolescent yearning , the roots of friendship and sexual identity .  </s> 	0.899513559895429	0.948331329144346
380	utterly lacking in charm , wit and invention , roberto benigni 's pinocchio is an astonishingly bad film .  </s> 	0.908887558560298	0.901300501453405
381	warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality .  </s> 	0.818251870080558	1.29246691665002
382	we have n't seen such hilarity since say it is n't so !  </s> 	1.12209861248663	2.6493005663832
383	we know the plot 's a little crazy , but it held my interest from start to finish .  </s> 	2.26860685904126	1.69789970740734
384	we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity .  </s> 	2.53900601250341	2.90009368579584
385	what better message than ` love thyself ' could young women of any size receive ?  </s> 	1.81063279176528	2.06206082626747
386	what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts .  </s> 	1.597431704337	1.25394601363425
387	what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we 've shared a great adventure .  </s> 	0.860544484473671	0.847784521126629
388	what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about .  </s> 	1.783197381969	1.56264876577168
389	what the film lacks in general focus it makes up for in compassion , as corcuera manages to find the seeds of hope in the form of collective action .  </s> 	1.51573942936425	1.21975669089263
390	what was once original has been co-opted so frequently that it now seems pedestrian .  </s> 	1.83033946995574	1.12043358279865
391	when leguizamo finally plugged an irritating character late in the movie .  </s> 	1.55464591205273	2.47183011887916
392	whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting .  </s> 	2.08752061299897	1.29602222953394
393	whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie .  </s> 	1.48619058828251	2.1661165479284
394	while ( hill ) has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film .  </s> 	1.43895451325703	0.91136486754151
395	( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands .  </s> 	3.33283909468387	2.70070838864024
396	while the resident evil games may have set new standards for thrills , suspense , and gore for video games , the movie really only succeeds in the third of these .  </s> 	1.42528678110553	1.61883818401665
397	while there 's something intrinsically funny about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer  </s> 	1.34018872806428	1.53564512701708
398	why make a documentary about these marginal historical figures ?  </s> 	1.09827295581945	1.25569723715738
399	without ever becoming didactic , director carlos carrera expertly weaves this novelistic story of entangled interrelationships and complex morality .  </s> 	1.2825945612936	0.965852332087631
400	... with `` the bourne identity '' we return to the more traditional action genre .  </s> 	1.7353806336821	3.5974352604173
401	with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry 's boss , there is n't a redeeming moment here .  </s> 	2.53103370007268	1.19083377313602
402	with tightly organized efficiency , numerous flashbacks and a constant edge of tension , miller 's film is one of 2002 's involvingly adult surprises .  </s> 	1.37621271648614	1.4196575864567
403	with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge .  </s> 	0.772807092122034	1.87135729565444
404	works hard to establish rounded characters , but then has nothing fresh or particularly interesting to say about them .  </s> 	1.67038188766263	1.26931806929275
405	you do n't have to know about music to appreciate the film 's easygoing blend of comedy and romance .  </s> 	1.43390790158863	1.65694844808157
406	you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear .  </s> 	1.13391913861095	2.31692187766567
407	you wonder why enough was n't just a music video rather than a full-length movie .  </s> 	1.34358361245516	1.85089874451828
408	you wo n't like roger , but you will quickly recognize him .  </s> 	1.71484512410928	3.69838732850614
409	zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast .  </s> 	2.08643339025881	1.68258618024823
